YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2025-02,WEEKDAY,14,TRAIN,EW15,29983,28641
2025-02,WEEKDAY,0,TRAIN,DT34,7,752
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,DT18,17,0
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,BP9,1624,1064
2025-02,WEEKDAY,11,TRAIN,NE1/CC29,20240,61237
2025-02,WEEKDAY,18,TRAIN,NS17/CC15,66188,65572
2025-02,WEEKDAY,9,TRAIN,DT27,11383,17875
2025-02,WEEKDAY,7,TRAIN,EW10,30298,9963
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,CE1/DT16,26884,23769
2025-02,WEEKDAY,11,TRAIN,CC25,5595,3120
2025-02,WEEKDAY,20,TRAIN,BP10,1375,4986
2025-02,WEEKDAY,10,TRAIN,NE15,22143,7660
2025-02,WEEKDAY,11,TRAIN,DT30,8294,2577
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,SW8,724,841
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,TE19,1000,539
2025-02,WEEKDAY,7,TRAIN,TE28,9569,5528
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,CC21,5598,4623
2025-02,WEEKDAY,12,TRAIN,CC11,15055,12304
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,NE13,10998,9657
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,CC2,401,282
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,DT24,1859,1654
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,PE2,2442,2429
2025-02,WEEKDAY,8,TRAIN,BP8,3018,3691
2025-02,WEEKDAY,11,TRAIN,NE14,29900,14667
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,NE15,8908,10240
2025-02,WEEKDAY,12,TRAIN,BP10,3051,2691
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,SE2,3260,1728
2025-02,WEEKDAY,10,TRAIN,NS28,1920,3057
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,EW32,0,418
2025-02,WEEKDAY,23,TRAIN,EW17,3782,12126
2025-02,WEEKDAY,23,TRAIN,PW7,779,1444
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,TE6,601,27
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,EW5,13404,7303
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,EW14/NS26,8783,9167
2025-02,WEEKDAY,22,TRAIN,NS14,16596,41653
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,DT7,40,7
2025-02,WEEKDAY,5,TRAIN,CC16,1133,316
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,DT5,4085,6270
2025-02,WEEKDAY,6,TRAIN,EW15,5127,27007
2025-02,WEEKDAY,13,TRAIN,CC17/TE9,10735,7546
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,CC21,4299,1875
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,SW1,1388,922
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,SE2,2274,2315
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,SW8,341,942
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,SW6,15,251
2025-02,WEEKDAY,21,TRAIN,SE4,1385,4206
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,EW3,7274,10436
2025-02,WEEKDAY,17,TRAIN,BP3,4751,7631
2025-02,WEEKDAY,5,TRAIN,EW10,3067,434
2025-02,WEEKDAY,8,TRAIN,NS12,61910,18465
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,EW15,35,112
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,CC26,1984,1550
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,EW10,5638,5965
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,EW3,744,3585
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,CC26,1245,1193
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,EW10,6372,7434
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,DT30,885,3915
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,DT8,1651,1743
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,DT7,1360,1563
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,SE1,2042,1686
2025-02,WEEKDAY,19,TRAIN,BP4,2618,4558
2025-02,WEEKDAY,11,TRAIN,EW26,26604,10234
2025-02,WEEKDAY,18,TRAIN,TE24,5851,7513
2025-02,WEEKDAY,15,TRAIN,NE9,19647,18680
2025-02,WEEKDAY,8,TRAIN,EW1,107692,25088
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,CC3,7365,5394
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,NS21/DT11,25740,26689
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,NE18,1600,2265
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,EW11,8121,9511
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,BP7,458,415
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,DT13,7485,5902
2025-02,WEEKDAY,20,TRAIN,PE6,5101,8832
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,EW6,628,2548
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,NS8,9420,5366
2025-02,WEEKDAY,20,TRAIN,EW11,15427,19639
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,DT6,2402,2314
2025-02,WEEKDAY,6,TRAIN,SW6,9410,2088
2025-02,WEEKDAY,20,TRAIN,SW7,939,4157
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,NE7/DT12,211,36
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,CG1/DT35,5767,5224
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,SE3,779,1833
2025-02,WEEKDAY,8,TRAIN,DT7,8969,16704
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,NE15,11946,6909
2025-02,WEEKDAY,19,TRAIN,TE11,5253,6797
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,TE22,173,695
2025-02,WEEKDAY,16,TRAIN,TE15,10453,12280
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,DT8,228,381
2025-02,WEEKDAY,21,TRAIN,CC5,4456,3976
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,NS7,9807,8957
2025-02,WEEKDAY,9,TRAIN,DT34,7359,8559
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,EW20,5829,4929
2025-02,WEEKDAY,7,TRAIN,PW1,368,1605
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,NS23,17323,21622
2025-02,WEEKDAY,0,TRAIN,EW22,76,243
2025-02,WEEKDAY,12,TRAIN,EW32,2840,1566
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,EW10,4814,2033
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,BP12,441,992
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,NS24/NE6/CC1,18993,8990
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,TE4,2322,2240
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,NS5,10293,12109
2025-02,WEEKDAY,22,TRAIN,EW28,11109,27852
2025-02,WEEKDAY,0,TRAIN,CC11,127,453
2025-02,WEEKDAY,11,TRAIN,SW2,4916,3542
2025-02,WEEKDAY,21,TRAIN,NE16/STC,26186,52848
2025-02,WEEKDAY,9,TRAIN,NE7/DT12,19670,40209
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,TE5,1818,2050
2025-02,WEEKDAY,22,TRAIN,DT20,9236,4254
2025-02,WEEKDAY,21,TRAIN,NS28,987,824
2025-02,WEEKDAY,8,TRAIN,BP13,3449,731
2025-02,WEEKDAY,6,TRAIN,TE14/NS22,5027,23330
2025-02,WEEKDAY,22,TRAIN,NS3,6376,18736
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,EW22,655,615
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,SE2,392,2523
2025-02,WEEKDAY,0,TRAIN,SW7,15,398
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,PW4,1534,1896
2025-02,WEEKDAY,20,TRAIN,NS7,17990,36271
2025-02,WEEKDAY,20,TRAIN,NS3,10572,30683
2025-02,WEEKDAY,18,TRAIN,NS5,42595,98493
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,CC23,785,2345
2025-02,WEEKDAY,17,TRAIN,CC11,79594,14850
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,BP4,783,810
2025-02,WEEKDAY,11,TRAIN,NE15,19503,9413
2025-02,WEEKDAY,16,TRAIN,SW5,7340,10397
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,BP8,312,83
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,NS11,19626,10810
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,PW5,1258,1413
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,NS21/DT11,8876,8659
2025-02,WEEKDAY,5,TRAIN,BP2,2257,410
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,NS21/DT11,23483,25296
2025-02,WEEKDAY,16,TRAIN,CC5,4968,4030
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,TE3,448,2397
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,CC7,2937,2045
2025-02,WEEKDAY,9,TRAIN,CC2,2155,15778
2025-02,WEEKDAY,13,TRAIN,TE7,9417,6761
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,CC10/DT26,9111,6745
2025-02,WEEKDAY,12,TRAIN,NS14,27668,19036
2025-02,WEEKDAY,20,TRAIN,PW1,2232,736
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,NS8,6927,6702
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,DT7,1148,2044
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,TE28,1752,2249
2025-02,WEEKDAY,11,TRAIN,CC12,6467,2821
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,NE5,3013,6575
2025-02,WEEKDAY,0,TRAIN,SW4,50,468
2025-02,WEEKDAY,16,TRAIN,EW8/CC9,55407,43622
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,TE11,1346,1224
2025-02,WEEKDAY,15,TRAIN,DT28,6857,7209
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,EW12/DT14,43779,38421
2025-02,WEEKDAY,21,TRAIN,EW19,8370,19824
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,TE1,2331,558
2025-02,WEEKDAY,22,TRAIN,EW31,1168,1312
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,NS5,10456,15730
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,NS10,14136,14372
2025-02,WEEKDAY,8,TRAIN,NE16/STC,124532,26561
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,CC17/TE9,1073,2101
2025-02,WEEKDAY,14,TRAIN,CC11,12054,12029
2025-02,WEEKDAY,17,TRAIN,NS15,66566,23407
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,NS17/CC15,13754,5550
2025-02,WEEKDAY,13,TRAIN,TE16,6251,6576
2025-02,WEEKDAY,22,TRAIN,SE3,539,4186
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,CC10/DT26,6730,6031
2025-02,WEEKDAY,10,TRAIN,EW2/DT32,45289,33596
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,TE1,1558,1166
2025-02,WEEKDAY,17,TRAIN,DT24,11038,9651
2025-02,WEEKDAY,0,TRAIN,DT23,75,196
2025-02,WEEKDAY,14,TRAIN,CC27,3692,4300
2025-02,WEEKDAY,14,TRAIN,DT2,4516,1957
2025-02,WEEKDAY,8,TRAIN,CC12,23751,7836
2025-02,WEEKDAY,15,TRAIN,EW4,17144,12821
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,CC27,692,875
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,CC17/TE9,2686,1836
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,DT6,2996,1888
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,EW31,2155,667
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,EW12/DT14,25643,43374
2025-02,WEEKDAY,11,TRAIN,CC14,6922,3122
2025-02,WEEKDAY,19,TRAIN,DT25,5137,8271
2025-02,WEEKDAY,9,TRAIN,NS19,53169,37357
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,DT8,190,394
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,CC19/DT9,1618,1361
2025-02,WEEKDAY,18,TRAIN,SE2,5204,15391
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,BP6/DT1,19512,11331
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,DT13,5658,6883
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,NS18,3121,881
2025-02,WEEKDAY,23,TRAIN,DT8,349,1007
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,TE27,2287,2560
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,NS9/TE2,16035,13548
2025-02,WEEKDAY,22,TRAIN,TE11,2055,3432
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,PE2,336,2207
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,CC14,231,23
2025-02,WEEKDAY,11,TRAIN,SW7,2665,1376
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,PW7,1623,1156
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,TE12,915,452
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,PE5,426,2050
2025-02,WEEKDAY,18,TRAIN,NE18,14517,12443
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,TE18,88,138
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,PE6,1301,940
2025-02,WEEKDAY,7,TRAIN,EW16/NE3/TE17,27377,103273
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,DT7,1674,1664
2025-02,WEEKENDS/HOLIDAY,17,TRAIN,NS12,7947,8570
2025-02,WEEKDAY,18,TRAIN,SE1,6442,10184
2025-02,WEEKDAY,5,TRAIN,EW26,17509,2061
2025-02,WEEKDAY,14,TRAIN,EW29,7910,4584
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,CC5,1639,2340
2025-02,WEEKDAY,6,TRAIN,DT5,15173,4416
2025-02,WEEKDAY,21,TRAIN,NE14,13931,43656
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,SW6,1956,544
2025-02,WEEKDAY,5,TRAIN,TE12,123,232
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,NS23,5778,17057
2025-02,WEEKDAY,11,TRAIN,CC16,7112,3491
2025-02,WEEKDAY,18,TRAIN,TE26,18530,25112
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,DT27,3603,2902
2025-02,WEEKDAY,7,TRAIN,NE16/STC,124759,38681
2025-02,WEEKDAY,0,TRAIN,SW8,26,260
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,TE27,2456,2872
2025-02,WEEKDAY,23,TRAIN,TE25,222,931
2025-02,WEEKDAY,18,TRAIN,TE12,11164,6075
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,CC8,3008,2223
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,DT8,676,1342
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,NS23,5785,1748
2025-02,WEEKDAY,22,TRAIN,NE4/DT19,44072,18024
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,NE9,10693,6546
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,TE16,1978,3360
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,PE4,947,838
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,CC26,2,77
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,BP7,375,575
2025-02,WEEKDAY,15,TRAIN,TE7,6429,6379
2025-02,WEEKDAY,10,TRAIN,CC25,5521,4410
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,DT23,786,1401
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,TE26,838,1057
2025-02,WEEKDAY,23,TRAIN,DT2,114,1220
2025-02,WEEKDAY,15,TRAIN,CC12,11637,6309
2025-02,WEEKDAY,22,TRAIN,NS11,12423,48559
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,TE12,454,1787
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,CC24,4158,4576
2025-02,WEEKDAY,19,TRAIN,BP13,889,2832
2025-02,WEEKDAY,5,TRAIN,SE4,1442,133
2025-02,WEEKDAY,9,TRAIN,SE3,4931,1071
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,NS10,374,3497
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,CC25,1394,2183
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,NS21/DT11,5627,5954
2025-02,WEEKDAY,19,TRAIN,NE17/PTC,46442,107887
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,SW4,524,1238
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,PW4,2074,2646
2025-02,WEEKDAY,18,TRAIN,NE15,24656,79946
2025-02,WEEKDAY,13,TRAIN,NE16/STC,42452,43660
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,TE23,1114,1227
2025-02,WEEKDAY,13,TRAIN,DT7,3138,4221
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,BP8,731,828
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,DT13,2369,4116
2025-02,WEEKDAY,9,TRAIN,DT20,9427,12216
2025-02,WEEKDAY,9,TRAIN,EW11,21538,30883
2025-02,WEEKDAY,21,TRAIN,PW2,44,19
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,TE28,1039,1612
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,SW2,2959,2705
2025-02,WEEKDAY,5,TRAIN,DT6,277,184
2025-02,WEEKDAY,14,TRAIN,BP8,1710,1615
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,NS14,13750,16463
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,DT17,2363,2242
2025-02,WEEKDAY,19,TRAIN,TE23,2238,6389
2025-02,WEEKDAY,17,TRAIN,BP6/DT1,46568,76775
2025-02,WEEKDAY,0,TRAIN,TE18,250,155
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,BP2,302,1339
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,EW29,2356,6942
2025-02,WEEKDAY,12,TRAIN,TE28,3656,2914
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,EW29,8006,6516
2025-02,WEEKDAY,22,TRAIN,SE1,894,5175
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,PE3,3655,2443
2025-02,WEEKDAY,18,TRAIN,TE18,29260,18393
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,EW15,3365,9917
2025-02,WEEKDAY,20,TRAIN,CC2,5702,2660
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,PE7,675,117
2025-02,WEEKDAY,6,TRAIN,NE1/CC29,6975,27165
2025-02,WEEKENDS/HOLIDAY,12,TRAIN,PW7,1559,1450
2025-02,WEEKDAY,16,TRAIN,CC16,12412,7727
2025-02,WEEKDAY,19,TRAIN,CC16,11433,13864
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,CG2,13903,7241
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,NS28,498,300
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,CC12,113,6
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,NS20,21278,13317
2025-02,WEEKDAY,0,TRAIN,DT33,18,3169
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,TE19,1048,1666
2025-02,WEEKDAY,6,TRAIN,TE8,6762,3144
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,PE7,1378,2082
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,DT7,638,1403
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,EW10,358,82
2025-02,WEEKDAY,11,TRAIN,TE26,9389,9916
2025-02,WEEKDAY,18,TRAIN,CC5,16465,8157
2025-02,WEEKDAY,23,TRAIN,NS21/DT11,20188,20303
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,TE23,1661,1009
2025-02,WEEKDAY,22,TRAIN,SW2,1991,3171
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,EW21/CC22,7350,7562
2025-02,WEEKDAY,10,TRAIN,DT24,5511,2975
2025-02,WEEKDAY,10,TRAIN,NS9/TE2,43640,37161
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,TE12,901,2865
2025-02,WEEKDAY,17,TRAIN,DT22,10671,15836
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,NS27/CE2/TE20,2050,2747
2025-02,WEEKENDS/HOLIDAY,10,TRAIN,EW10,5640,5427
2025-02,WEEKDAY,5,TRAIN,EW17,4890,291
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,DT2,536,881
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,EW2/DT32,24704,25178
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,EW28,13254,6487
2025-02,WEEKDAY,6,TRAIN,NE8,17622,10232
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,NE7/DT12,7406,16587
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,DT3,3202,2903
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,BP3,1110,2207
2025-02,WEEKDAY,19,TRAIN,TE6,8039,27554
2025-02,WEEKDAY,22,TRAIN,TE12,2694,1189
2025-02,WEEKDAY,12,TRAIN,DT20,6975,6310
2025-02,WEEKDAY,17,TRAIN,BP7,1586,2020
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,EW5,15617,13990
2025-02,WEEKDAY,21,TRAIN,NE5,26045,8175
2025-02,WEEKDAY,20,TRAIN,TE14/NS22,97334,34227
2025-02,WEEKDAY,22,TRAIN,CC11,9502,6743
2025-02,WEEKDAY,15,TRAIN,EW16/NE3/TE17,38503,24850
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,EW28,4288,13386
2025-02,WEEKDAY,9,TRAIN,EW1,46841,13602
2025-02,WEEKDAY,21,TRAIN,TE3,8440,12506
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,CC11,2080,7194
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,CC2,2403,2832
2025-02,WEEKENDS/HOLIDAY,8,TRAIN,NE4/DT19,5857,11264
2025-02,WEEKDAY,20,TRAIN,TE18,15195,6220
2025-02,WEEKDAY,23,TRAIN,BP9,32,281
2025-02,WEEKDAY,23,TRAIN,EW15,12328,2826
2025-02,WEEKDAY,18,TRAIN,DT18,93136,19681
2025-02,WEEKDAY,21,TRAIN,EW9,14967,28760
2025-02,WEEKDAY,8,TRAIN,DT28,30220,37716
2025-02,WEEKDAY,18,TRAIN,EW7,26674,47449
2025-02,WEEKDAY,0,TRAIN,EW31,1,186
2025-02,WEEKDAY,6,TRAIN,NS15,21043,21842
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,EW17,531,50
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,NS23,20977,13467
2025-02,WEEKDAY,23,TRAIN,TE22,1307,187
2025-02,WEEKDAY,17,TRAIN,SW4,3393,5714
2025-02,WEEKDAY,15,TRAIN,TE4,4322,3668
2025-02,WEEKDAY,16,TRAIN,NS14,26687,34105
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,EW24/NS1,5922,5609
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,EW8/CC9,28585,28474
2025-02,WEEKDAY,23,TRAIN,TE12,975,516
2025-02,WEEKENDS/HOLIDAY,6,TRAIN,NS2,6605,2781
2025-02,WEEKDAY,12,TRAIN,NS25/EW13,37876,70079
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,NS20,1261,1352
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,NS3,4366,9466
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,CC2,2339,2975
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,NE8,17609,18474
2025-02,WEEKDAY,13,TRAIN,NS14,26113,21071
2025-02,WEEKDAY,23,TRAIN,TE8,2264,3084
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,EW11,58,274
2025-02,WEEKENDS/HOLIDAY,19,TRAIN,CC3,6268,3031
2025-02,WEEKENDS/HOLIDAY,22,TRAIN,BP2,168,858
2025-02,WEEKDAY,10,TRAIN,EW4,14181,6051
2025-02,WEEKDAY,14,TRAIN,NS20,40211,39771
2025-02,WEEKDAY,9,TRAIN,BP8,1585,1991
2025-02,WEEKENDS/HOLIDAY,11,TRAIN,NE12/CC13,26785,24791
2025-02,WEEKENDS/HOLIDAY,14,TRAIN,EW12/DT14,36963,41730
2025-02,WEEKDAY,0,TRAIN,CC27,1,17
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,SW7,220,14
2025-02,WEEKDAY,20,TRAIN,NS24/NE6/CC1,56613,23926
2025-02,WEEKDAY,8,TRAIN,BP3,14343,2403
2025-02,WEEKDAY,13,TRAIN,EW10,8247,10759
2025-02,WEEKDAY,15,TRAIN,NS20,48443,32120
2025-02,WEEKDAY,14,TRAIN,DT29,4918,4947
2025-02,WEEKDAY,8,TRAIN,CC8,24494,9313
2025-02,WEEKDAY,5,TRAIN,TE11,73,48
2025-02,WEEKDAY,10,TRAIN,PE7,4260,1553
2025-02,WEEKDAY,7,TRAIN,TE23,4702,1377
2025-02,WEEKDAY,22,TRAIN,TE16,5430,7136
2025-02,WEEKENDS/HOLIDAY,0,TRAIN,TE14/NS22,176,310
2025-02,WEEKENDS/HOLIDAY,5,TRAIN,DT20,19,1
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,EW4,4579,5013
2025-02,WEEKENDS/HOLIDAY,23,TRAIN,SW7,60,657
2025-02,WEEKDAY,6,TRAIN,EW22,5949,7591
2025-02,WEEKDAY,16,TRAIN,EW16/NE3/TE17,55877,20865
2025-02,WEEKDAY,9,TRAIN,BP11,5776,1644
2025-02,WEEKDAY,8,TRAIN,NE9,50164,49541
2025-02,WEEKDAY,9,TRAIN,NS17/CC15,65308,14382
2025-02,WEEKDAY,22,TRAIN,SE5,486,2697
2025-02,WEEKENDS/HOLIDAY,20,TRAIN,TE29,815,1759
2025-02,WEEKDAY,6,TRAIN,EW1,46346,12292
2025-02,WEEKDAY,19,TRAIN,DT8,8330,6570
2025-02,WEEKDAY,22,TRAIN,BP6/DT1,13923,41387
2025-02,WEEKDAY,13,TRAIN,CC23,14499,19550
2025-02,WEEKENDS/HOLIDAY,7,TRAIN,CC6,335,4119
2025-02,WEEKDAY,12,TRAIN,CC12,5847,4147
2025-02,WEEKENDS/HOLIDAY,15,TRAIN,CC2,3567,2666
2025-02,WEEKENDS/HOLIDAY,9,TRAIN,BP10,1786,1047
2025-02,WEEKDAY,14,TRAIN,DT33,14277,12215
2025-02,WEEKDAY,0,TRAIN,DT7,35,245
2025-02,WEEKENDS/HOLIDAY,16,TRAIN,TE27,2351,2852
2025-02,WEEKENDS/HOLIDAY,21,TRAIN,CC20,868,1671
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,SW8,865,893
2025-02,WEEKDAY,8,TRAIN,SW5,18102,4370
2025-02,WEEKDAY,19,TRAIN,EW31,11783,4027
2025-02,WEEKDAY,11,TRAIN,CC20,4684,3339
2025-02,WEEKDAY,21,TRAIN,TE19,9797,1687
2025-02,WEEKDAY,11,TRAIN,NE7/DT12,27978,33412
2025-02,WEEKENDS/HOLIDAY,18,TRAIN,NE17/PTC,21553,26156
2025-02,WEEKENDS/HOLIDAY,13,TRAIN,EW16/NE3/TE17,11776,9782
