,Street_name,Planning_area,Time_taken
1202,EASTWOOD ROAD,Queenstown,4256
1203,ENG HOON STREET,Queenstown,2716
1204,ENGGOR STREET,Queenstown,2424
1205,EU TONG SEN STREET,Queenstown,1936
1206,FOCH ROAD,Queenstown,3099
1207,GEYLANG ROAD,Queenstown,3360
1208,GOLDHILL PLAZA,Queenstown,3193
1209,GOPENG STREET,Queenstown,2301
1210,GUILLEMARD ROAD,Queenstown,3367
1211,HANDY ROAD,Queenstown,2398
1212,HAVELOCK ROAD,Queenstown,2335
1213,HIGH STREET,Queenstown,2407
1214,HOLLAND AVENUE,Queenstown,1234
1215,HOUGANG AVENUE 10,Queenstown,3606
1216,HOUGANG STREET 51,Queenstown,3674
1217,HOUGANG STREET 91,Queenstown,3902
1218,IRRAWADDY ROAD,Queenstown,2901
1219,JALAN ANAK BUKIT,Queenstown,2989
1220,JALAN BESAR,Queenstown,2931
1221,JALAN JURONG KECHIL,Queenstown,2876
1222,JALAN LEGUNDI,Queenstown,4395
1223,JALAN MASJID,Queenstown,3315
1224,JALAN SULTAN,Queenstown,2947
1225,JELEBU ROAD,Queenstown,3589
1226,JOO CHIAT ROAD,Queenstown,3669
1227,JOO KOON CIRCLE,Queenstown,3637
1228,JURONG EAST STREET 21,Queenstown,2654
1229,JURONG GATEWAY ROAD,Queenstown,2374
1230,JURONG WEST CENTRAL 2,Queenstown,2574
1231,JURONG WEST CENTRAL 3,Queenstown,2680
1232,KALLANG AVENUE,Queenstown,3108
1233,KELANTAN LANE,Queenstown,3102
1234,KEPPEL ROAD,Queenstown,2260
1235,KITCHENER ROAD,Queenstown,2700
1236,KOEK ROAD,Queenstown,2598
1237,LAVENDER STREET,Queenstown,3125
1238,LORONG 22 GEYLANG,Queenstown,3378
1239,LORONG 4 TOA PAYOH,Queenstown,2927
1240,LORONG KILAT,Queenstown,2995
1241,LORONG LIPUT,Queenstown,1462
1242,MACPHERSON ROAD,Queenstown,3240
1243,MAJU AVENUE,Queenstown,3348
1244,MARINA BOULEVARD,Queenstown,3132
1245,MARINA VIEW,Queenstown,2828
1246,MARINE PARADE ROAD,Queenstown,4264
1247,MARITIME SQUARE,Queenstown,1723
1248,MARKET STREET,Queenstown,4320
1249,MARNE ROAD,Queenstown,2707
1250,MERCHANT ROAD,Queenstown,2289
1251,MIDDLE ROAD,Queenstown,3046
1252,MOHAMED SULTAN ROAD,Queenstown,2892
1253,MOUNTBATTEN ROAD,Queenstown,3653
1254,NEW BRIDGE ROAD,Queenstown,2020
1255,NEW UPPER CHANGI ROAD,Queenstown,4049
1256,NORTH BRIDGE ROAD,Queenstown,3103
1257,NORTH BUONA VISTA DRIVE,Queenstown,1242
1258,NORTHPOINT DRIVE,Queenstown,3820
1259,OCEAN WAY,Queenstown,4369
1260,ORCHARD ROAD,Queenstown,2829
1261,ORCHARD TURN,Queenstown,3025
1262,OUTRAM ROAD,Queenstown,1969
1263,PASIR PANJANG ROAD,Queenstown,611
1264,PASIR RIS CENTRAL,Queenstown,4858
1265,PASIR RIS CLOSE,Queenstown,4939
1266,PAYA LEBAR ROAD,Queenstown,2645
1267,PENANG ROAD,Queenstown,2309
1268,PETIR ROAD,Queenstown,4208
1269,PUNGGOL CENTRAL,Queenstown,4016
1270,QUEENSWAY,Queenstown,1991
1271,RACE COURSE ROAD,Queenstown,2762
1272,RAFFLES AVENUE,Queenstown,2919
1273,RAFFLES BOULEVARD,Queenstown,3057
1274,RAFFLES LINK,Queenstown,3025
1275,RAFFLES PLACE,Queenstown,2145
1276,RAFFLES QUAY,Queenstown,2465
1277,RANGOON ROAD,Queenstown,2580
1278,RIVER VALLEY ROAD,Queenstown,2268
1279,RIVERVALE CRESCENT,Queenstown,3796
1280,ROBERTSON QUAY,Queenstown,2788
1281,ROBINSON ROAD,Queenstown,2512
1282,ROCHOR CANAL ROAD,Queenstown,2833
1283,ROCHOR ROAD,Queenstown,2603
1284,SAM LEONG ROAD,Queenstown,2727
1285,SCOTTS ROAD,Queenstown,2796
1286,SELEGIE ROAD,Queenstown,2984
1287,SEMBAWANG DRIVE,Queenstown,4463
1288,SEMBAWANG ROAD,Queenstown,3898
1289,SENGKANG SQUARE,Queenstown,3471
1290,SENGKANG WEST AVENUE,Queenstown,3783
1291,SERANGOON CENTRAL,Queenstown,2758
1292,SERANGOON ROAD,Queenstown,3305
1293,SHENTON WAY,Queenstown,2324
1294,SIMS AVENUE,Queenstown,2952
1295,SIMS DRIVE,Queenstown,3518
1296,SIN MING ROAD,Queenstown,2653
1297,SINARAN DRIVE,Queenstown,2779
1298,SOMERSET ROAD,Queenstown,2652
1299,SOUTH BRIDGE ROAD,Queenstown,2261
1300,SOUTH BUONA VISTA ROAD,Queenstown,2103
1301,STADIUM WALK,Queenstown,3327
1302,STAMFORD ROAD,Queenstown,2964
1303,TAI SENG STREET,Queenstown,2792
1304,TAI THONG CRESCENT,Queenstown,2876
1305,TAMPINES CENTRAL 1,Queenstown,4197
1306,TAMPINES CENTRAL 5,Queenstown,3970
1307,TAMPINES STREET 32,Queenstown,4634
1308,TAN QUEE LAN STREET,Queenstown,2616
1309,TANGLIN ROAD,Queenstown,2228
1310,TANJONG KATONG ROAD,Queenstown,3644
1311,TELOK AYER STREET,Queenstown,2588
1312,TELOK KURAU ROAD,Queenstown,3861
1313,TEMASEK BOULEVARD,Queenstown,3120
1314,TESSENSOHN ROAD,Queenstown,2613
1315,THOMSON ROAD,Queenstown,3004
1316,TIONG BAHRU ROAD,Queenstown,2589
1317,TRAS STREET,Queenstown,2521
1318,UNITY STREET,Queenstown,2958
1319,UPPER BUKIT TIMAH ROAD,Queenstown,3308
1320,UPPER CIRCULAR ROAD,Queenstown,2180
1321,UPPER CROSS STREET,Queenstown,2065
1322,UPPER SERANGOON ROAD,Queenstown,3177
1323,UPPER THOMSON ROAD,Queenstown,3136
1324,VICTORIA STREET,Queenstown,2410
1325,WEST COAST DRIVE,Queenstown,1767
1326,WEST COAST ROAD,Queenstown,1937
1327,WILKIE ROAD,Queenstown,3289
1328,WOODLANDS AVENUE 1,Queenstown,4419
1329,WOODLANDS ROAD,Queenstown,4627
1330,WOODLANDS SQUARE,Queenstown,3682
1331,YIO CHU KANG ROAD,Queenstown,3058
1332,YISHUN AVENUE 2,Queenstown,3347
1333,YISHUN AVENUE 9,Queenstown,3943
1334,YISHUN CENTRAL 1,Queenstown,3681
1335,YISHUN RING ROAD,Queenstown,4129
1336,ALBERT STREET,Sembawang,3395
1337,ALEXANDRA ROAD,Sembawang,4095
1338,ANG MO KIO AVENUE 3,Sembawang,2461
1339,ANSON ROAD,Sembawang,3529
1340,BALESTIER ROAD,Sembawang,3468
1341,BATTERY ROAD,Sembawang,3316
1342,BAYFRONT AVENUE,Sembawang,3555
1343,BEACH ROAD,Sembawang,3423
1344,BEDOK NORTH STREET 1,Sembawang,4753
1345,BEDOK ROAD,Sembawang,5007
1346,BENCOOLEN STREET,Sembawang,3620
1347,BIDADARI PARK DRIVE,Sembawang,3482
1348,BRAS BASAH ROAD,Sembawang,3696
1349,BROOKE ROAD,Sembawang,4425
1350,BUKIT TIMAH ROAD,Sembawang,5720
1351,CAVAN ROAD,Sembawang,3589
1352,CECIL STREET,Sembawang,3723
1353,CENTRAL BOULEVARD,Sembawang,3591
1354,CHANGI BUSINESS PARK CENTRAL 1,Sembawang,5384
1355,CHANGI ROAD,Sembawang,4313
1356,CHIN SWEE ROAD,Sembawang,3992
1357,CHOA CHU KANG AVENUE 4,Sembawang,2669
1358,CHOA CHU KANG NORTH 6,Sembawang,1965
1359,CLAYMORE DRIVE,Sembawang,3499
1360,CLEMENCEAU AVENUE,Sembawang,3361
1361,CLEMENTI AVENUE 3,Sembawang,3511
1362,COLEMAN STREET,Sembawang,3323
1363,COLLYER QUAY,Sembawang,3360
1364,COMMONWEALTH AVENUE WEST,Sembawang,3710
1365,COMPASSVALE BOW,Sembawang,3763
1366,CROSS STREET,Sembawang,3642
1367,CUSCADEN ROAD,Sembawang,3392
1368,EAST COAST ROAD,Sembawang,5234
1369,EASTWOOD ROAD,Sembawang,5180
1370,ENG HOON STREET,Sembawang,3784
1371,ENGGOR STREET,Sembawang,4149
1372,EU TONG SEN STREET,Sembawang,3585
1373,FOCH ROAD,Sembawang,3837
1374,GEYLANG ROAD,Sembawang,3861
1375,GOLDHILL PLAZA,Sembawang,2804
1376,GOPENG STREET,Sembawang,3699
1377,GUILLEMARD ROAD,Sembawang,4261
1378,HANDY ROAD,Sembawang,3108
1379,HAVELOCK ROAD,Sembawang,3941
1380,HIGH STREET,Sembawang,3637
1381,HOLLAND AVENUE,Sembawang,3649
1382,HOUGANG AVENUE 10,Sembawang,3762
1383,HOUGANG STREET 51,Sembawang,3742
1384,HOUGANG STREET 91,Sembawang,3287
1385,IRRAWADDY ROAD,Sembawang,2717
1386,JALAN ANAK BUKIT,Sembawang,4030
1387,JALAN BESAR,Sembawang,4342
1388,JALAN JURONG KECHIL,Sembawang,3946
1389,JALAN LEGUNDI,Sembawang,937
1390,JALAN MASJID,Sembawang,4045
1391,JALAN SULTAN,Sembawang,3915
1392,JELEBU ROAD,Sembawang,2983
1393,JOO CHIAT ROAD,Sembawang,3989
1394,JOO KOON CIRCLE,Sembawang,4560
1395,JURONG EAST STREET 21,Sembawang,3172
1396,JURONG GATEWAY ROAD,Sembawang,2892
1397,JURONG WEST CENTRAL 2,Sembawang,3497
1398,JURONG WEST CENTRAL 3,Sembawang,3603
1399,KALLANG AVENUE,Sembawang,4040
1400,KELANTAN LANE,Sembawang,4484
1401,KEPPEL ROAD,Sembawang,4013
1402,KITCHENER ROAD,Sembawang,4464
1403,KOEK ROAD,Sembawang,3148
1404,LAVENDER STREET,Sembawang,3429
1405,LORONG 22 GEYLANG,Sembawang,4279
1406,LORONG 4 TOA PAYOH,Sembawang,2937
1407,LORONG KILAT,Sembawang,4036
1408,LORONG LIPUT,Sembawang,3673
1409,MACPHERSON ROAD,Sembawang,3367
1410,MAJU AVENUE,Sembawang,3388
1411,MARINA BOULEVARD,Sembawang,4113
1412,MARINA VIEW,Sembawang,3675
1413,MARINE PARADE ROAD,Sembawang,4640
1414,MARITIME SQUARE,Sembawang,4236
1415,MARKET STREET,Sembawang,4991
1416,MARNE ROAD,Sembawang,3436
1417,MERCHANT ROAD,Sembawang,4045
1418,MIDDLE ROAD,Sembawang,3644
1419,MOHAMED SULTAN ROAD,Sembawang,3919
1420,MOUNTBATTEN ROAD,Sembawang,3860
1421,NEW BRIDGE ROAD,Sembawang,3873
1422,NEW UPPER CHANGI ROAD,Sembawang,4999
1423,NORTH BRIDGE ROAD,Sembawang,3934
1424,NORTH BUONA VISTA DRIVE,Sembawang,3660
1425,NORTHPOINT DRIVE,Sembawang,1498
1426,OCEAN WAY,Sembawang,7001
1427,ORCHARD ROAD,Sembawang,3334
1428,ORCHARD TURN,Sembawang,2979
1429,OUTRAM ROAD,Sembawang,3585
1430,PASIR PANJANG ROAD,Sembawang,4123
1431,PASIR RIS CENTRAL,Sembawang,5183
1432,PASIR RIS CLOSE,Sembawang,4986
1433,PAYA LEBAR ROAD,Sembawang,3033
1434,PENANG ROAD,Sembawang,3215
1435,PETIR ROAD,Sembawang,3008
1436,PUNGGOL CENTRAL,Sembawang,3811
1437,QUEENSWAY,Sembawang,4275
1438,RACE COURSE ROAD,Sembawang,3574
1439,RAFFLES AVENUE,Sembawang,3900
1440,RAFFLES BOULEVARD,Sembawang,3950
1441,RAFFLES LINK,Sembawang,3601
1442,RAFFLES PLACE,Sembawang,3136
1443,RAFFLES QUAY,Sembawang,3456
1444,RANGOON ROAD,Sembawang,3861
1445,RIVER VALLEY ROAD,Sembawang,3624
1446,RIVERVALE CRESCENT,Sembawang,3972
1447,ROBERTSON QUAY,Sembawang,4249
1448,ROBINSON ROAD,Sembawang,3942
1449,ROCHOR CANAL ROAD,Sembawang,3794
1450,ROCHOR ROAD,Sembawang,3520
1451,SAM LEONG ROAD,Sembawang,3652
1452,SCOTTS ROAD,Sembawang,3029
1453,SELEGIE ROAD,Sembawang,3582
1454,SEMBAWANG DRIVE,Sembawang,740
1455,SEMBAWANG ROAD,Sembawang,1041
1456,SENGKANG SQUARE,Sembawang,3802
1457,SENGKANG WEST AVENUE,Sembawang,3648
1458,SERANGOON CENTRAL,Sembawang,3271
1459,SERANGOON ROAD,Sembawang,3432
1460,SHENTON WAY,Sembawang,3722
1461,SIMS AVENUE,Sembawang,3869
1462,SIMS DRIVE,Sembawang,4051
1463,SIN MING ROAD,Sembawang,2960
1464,SINARAN DRIVE,Sembawang,2704
1465,SOMERSET ROAD,Sembawang,2933
1466,SOUTH BRIDGE ROAD,Sembawang,3633
1467,SOUTH BUONA VISTA ROAD,Sembawang,4397
1468,STADIUM WALK,Sembawang,3828
1469,STAMFORD ROAD,Sembawang,3388
1470,TAI SENG STREET,Sembawang,3293
1471,TAI THONG CRESCENT,Sembawang,3327
1472,TAMPINES CENTRAL 1,Sembawang,5176
1473,TAMPINES CENTRAL 5,Sembawang,4887
1474,TAMPINES STREET 32,Sembawang,5600
1475,TAN QUEE LAN STREET,Sembawang,3617
1476,TANGLIN ROAD,Sembawang,3817
1477,TANJONG KATONG ROAD,Sembawang,3845
1478,TELOK AYER STREET,Sembawang,3966
1479,TELOK KURAU ROAD,Sembawang,4364
1480,TEMASEK BOULEVARD,Sembawang,3648
1481,TESSENSOHN ROAD,Sembawang,3894
1482,THOMSON ROAD,Sembawang,2914
1483,TIONG BAHRU ROAD,Sembawang,3657
1484,TRAS STREET,Sembawang,3811
1485,UNITY STREET,Sembawang,3923
1486,UPPER BUKIT TIMAH ROAD,Sembawang,2946
1487,UPPER CIRCULAR ROAD,Sembawang,3502
1488,UPPER CROSS STREET,Sembawang,3516
1489,UPPER SERANGOON ROAD,Sembawang,3882
1490,UPPER THOMSON ROAD,Sembawang,3206
1491,VICTORIA STREET,Sembawang,3327
1492,WEST COAST DRIVE,Sembawang,3968
1493,WEST COAST ROAD,Sembawang,4284
1494,WILKIE ROAD,Sembawang,4034
1495,WOODLANDS AVENUE 1,Sembawang,2021
1496,WOODLANDS ROAD,Sembawang,3239
1497,WOODLANDS SQUARE,Sembawang,1323
1498,YIO CHU KANG ROAD,Sembawang,3263
1499,YISHUN AVENUE 2,Sembawang,1516
1500,YISHUN AVENUE 9,Sembawang,1740
1501,YISHUN CENTRAL 1,Sembawang,1359
1502,YISHUN RING ROAD,Sembawang,1187
1503,ALBERT STREET,Tampines,2544
1504,ALEXANDRA ROAD,Tampines,2537
1505,ANG MO KIO AVENUE 3,Tampines,3459
1506,ANSON ROAD,Tampines,2152
1507,BALESTIER ROAD,Tampines,2329
1508,BATTERY ROAD,Tampines,1920
1509,BAYFRONT AVENUE,Tampines,2228
1510,BEACH ROAD,Tampines,1921
1511,BEDOK NORTH STREET 1,Tampines,1131
1512,BEDOK ROAD,Tampines,1404
1513,BENCOOLEN STREET,Tampines,2221
1514,BIDADARI PARK DRIVE,Tampines,2459
1515,BRAS BASAH ROAD,Tampines,2133
1516,BROOKE ROAD,Tampines,2163
1517,BUKIT TIMAH ROAD,Tampines,5231
1518,CAVAN ROAD,Tampines,1892
1519,CECIL STREET,Tampines,2339
1520,CENTRAL BOULEVARD,Tampines,2407
1521,CHANGI BUSINESS PARK CENTRAL 1,Tampines,1449
1522,CHANGI ROAD,Tampines,1307
1523,CHIN SWEE ROAD,Tampines,2529
1524,CHOA CHU KANG AVENUE 4,Tampines,4594
1525,CHOA CHU KANG NORTH 6,Tampines,4276
1526,CLAYMORE DRIVE,Tampines,2956
1527,CLEMENCEAU AVENUE,Tampines,2407
1528,CLEMENTI AVENUE 3,Tampines,3337
1529,COLEMAN STREET,Tampines,1926
1530,COLLYER QUAY,Tampines,1964
1531,COMMONWEALTH AVENUE WEST,Tampines,3148
1532,COMPASSVALE BOW,Tampines,2801
1533,CROSS STREET,Tampines,2230
1534,CUSCADEN ROAD,Tampines,2850
1535,EAST COAST ROAD,Tampines,1875
1536,EASTWOOD ROAD,Tampines,1198
1537,ENG HOON STREET,Tampines,2557
1538,ENGGOR STREET,Tampines,2294
1539,EU TONG SEN STREET,Tampines,2366
1540,FOCH ROAD,Tampines,2070
1541,GEYLANG ROAD,Tampines,1707
1542,GOLDHILL PLAZA,Tampines,2417
1543,GOPENG STREET,Tampines,2141
1544,GUILLEMARD ROAD,Tampines,1825
1545,HANDY ROAD,Tampines,2154
1546,HAVELOCK ROAD,Tampines,2697
1547,HIGH STREET,Tampines,2132
1548,HOLLAND AVENUE,Tampines,3110
1549,HOUGANG AVENUE 10,Tampines,3114
1550,HOUGANG STREET 51,Tampines,3370
1551,HOUGANG STREET 91,Tampines,3600
1552,IRRAWADDY ROAD,Tampines,2670
1553,JALAN ANAK BUKIT,Tampines,3541
1554,JALAN BESAR,Tampines,1969
1555,JALAN JURONG KECHIL,Tampines,3457
1556,JALAN LEGUNDI,Tampines,4868
1557,JALAN MASJID,Tampines,984
1558,JALAN SULTAN,Tampines,1905
1559,JELEBU ROAD,Tampines,4141
1560,JOO CHIAT ROAD,Tampines,1696
1561,JOO KOON CIRCLE,Tampines,5053
1562,JURONG EAST STREET 21,Tampines,3850
1563,JURONG GATEWAY ROAD,Tampines,3570
1564,JURONG WEST CENTRAL 2,Tampines,3990
1565,JURONG WEST CENTRAL 3,Tampines,4096
1566,KALLANG AVENUE,Tampines,2016
1567,KELANTAN LANE,Tampines,2138
1568,KEPPEL ROAD,Tampines,2733
1569,KITCHENER ROAD,Tampines,2102
1570,KOEK ROAD,Tampines,2382
1571,LAVENDER STREET,Tampines,2029
1572,LORONG 22 GEYLANG,Tampines,1750
1573,LORONG 4 TOA PAYOH,Tampines,3123
1574,LORONG KILAT,Tampines,3547
1575,LORONG LIPUT,Tampines,3541
1576,MACPHERSON ROAD,Tampines,2226
1577,MAJU AVENUE,Tampines,2977
1578,MARINA BOULEVARD,Tampines,3087
1579,MARINA VIEW,Tampines,2332
1580,MARINE PARADE ROAD,Tampines,1955
1581,MARITIME SQUARE,Tampines,3094
1582,MARKET STREET,Tampines,1273
1583,MARNE ROAD,Tampines,2354
1584,MERCHANT ROAD,Tampines,2743
1585,MIDDLE ROAD,Tampines,2253
1586,MOHAMED SULTAN ROAD,Tampines,2644
1587,MOUNTBATTEN ROAD,Tampines,2174
1588,NEW BRIDGE ROAD,Tampines,2536
1589,NEW UPPER CHANGI ROAD,Tampines,1117
1590,NORTH BRIDGE ROAD,Tampines,1927
1591,NORTH BUONA VISTA DRIVE,Tampines,3040
1592,NORTHPOINT DRIVE,Tampines,3885
1593,OCEAN WAY,Tampines,5817
1594,ORCHARD ROAD,Tampines,2568
1595,ORCHARD TURN,Tampines,2393
1596,OUTRAM ROAD,Tampines,2027
1597,PASIR PANJANG ROAD,Tampines,3831
1598,PASIR RIS CENTRAL,Tampines,1298
1599,PASIR RIS CLOSE,Tampines,1280
1600,PAYA LEBAR ROAD,Tampines,1601
1601,PENANG ROAD,Tampines,2261
1602,PETIR ROAD,Tampines,4835
1603,PUNGGOL CENTRAL,Tampines,2366
1604,QUEENSWAY,Tampines,3032
1605,RACE COURSE ROAD,Tampines,2530
1606,RAFFLES AVENUE,Tampines,2874
1607,RAFFLES BOULEVARD,Tampines,2383
1608,RAFFLES LINK,Tampines,2070
1609,RAFFLES PLACE,Tampines,1740
1610,RAFFLES QUAY,Tampines,2060
1611,RANGOON ROAD,Tampines,2666
1612,RIVER VALLEY ROAD,Tampines,3132
1613,RIVERVALE CRESCENT,Tampines,2642
1614,ROBERTSON QUAY,Tampines,3187
1615,ROBINSON ROAD,Tampines,2383
1616,ROCHOR CANAL ROAD,Tampines,1970
1617,ROCHOR ROAD,Tampines,1755
1618,SAM LEONG ROAD,Tampines,2254
1619,SCOTTS ROAD,Tampines,2737
1620,SELEGIE ROAD,Tampines,2363
1621,SEMBAWANG DRIVE,Tampines,4851
1622,SEMBAWANG ROAD,Tampines,4459
1623,SENGKANG SQUARE,Tampines,2929
1624,SENGKANG WEST AVENUE,Tampines,3255
1625,SERANGOON CENTRAL,Tampines,2361
1626,SERANGOON ROAD,Tampines,2571
1627,SHENTON WAY,Tampines,2164
1628,SIMS AVENUE,Tampines,1343
1629,SIMS DRIVE,Tampines,1724
1630,SIN MING ROAD,Tampines,3216
1631,SINARAN DRIVE,Tampines,2657
1632,SOMERSET ROAD,Tampines,2167
1633,SOUTH BRIDGE ROAD,Tampines,2276
1634,SOUTH BUONA VISTA ROAD,Tampines,3952
1635,STADIUM WALK,Tampines,1961
1636,STAMFORD ROAD,Tampines,1991
1637,TAI SENG STREET,Tampines,1861
1638,TAI THONG CRESCENT,Tampines,2315
1639,TAMPINES CENTRAL 1,Tampines,739
1640,TAMPINES CENTRAL 5,Tampines,450
1641,TAMPINES STREET 32,Tampines,1598
1642,TAN QUEE LAN STREET,Tampines,1852
1643,TANGLIN ROAD,Tampines,2773
1644,TANJONG KATONG ROAD,Tampines,1581
1645,TELOK AYER STREET,Tampines,2408
1646,TELOK KURAU ROAD,Tampines,1676
1647,TEMASEK BOULEVARD,Tampines,2322
1648,TESSENSOHN ROAD,Tampines,2490
1649,THOMSON ROAD,Tampines,2535
1650,TIONG BAHRU ROAD,Tampines,2430
1651,TRAS STREET,Tampines,2253
1652,UNITY STREET,Tampines,2844
1653,UPPER BUKIT TIMAH ROAD,Tampines,4136
1654,UPPER CIRCULAR ROAD,Tampines,2323
1655,UPPER CROSS STREET,Tampines,2569
1656,UPPER SERANGOON ROAD,Tampines,2827
1657,UPPER THOMSON ROAD,Tampines,3242
1658,VICTORIA STREET,Tampines,1562
1659,WEST COAST DRIVE,Tampines,3794
1660,WEST COAST ROAD,Tampines,3966
1661,WILKIE ROAD,Tampines,2810
1662,WOODLANDS AVENUE 1,Tampines,5113
1663,WOODLANDS ROAD,Tampines,4713
1664,WOODLANDS SQUARE,Tampines,4239
1665,YIO CHU KANG ROAD,Tampines,2716
1666,YISHUN AVENUE 2,Tampines,3412
1667,YISHUN AVENUE 9,Tampines,4081
1668,YISHUN CENTRAL 1,Tampines,3746
1669,YISHUN RING ROAD,Tampines,4447
1670,ALBERT STREET,Tanglin,1983
1671,ALEXANDRA ROAD,Tanglin,2487
1672,ANG MO KIO AVENUE 3,Tanglin,2594
1673,ANSON ROAD,Tanglin,2215
1674,BALESTIER ROAD,Tanglin,2161
1675,BATTERY ROAD,Tanglin,1944
1676,BAYFRONT AVENUE,Tanglin,1753
1677,BEACH ROAD,Tanglin,1696
1678,BEDOK NORTH STREET 1,Tanglin,3275
1679,BEDOK ROAD,Tanglin,3557
1680,BENCOOLEN STREET,Tanglin,1569
1681,BIDADARI PARK DRIVE,Tanglin,2231
1682,BRAS BASAH ROAD,Tanglin,1535
1683,BROOKE ROAD,Tanglin,3358
1684,BUKIT TIMAH ROAD,Tanglin,6350
1685,CAVAN ROAD,Tanglin,2308
1686,CECIL STREET,Tanglin,2205
1687,CENTRAL BOULEVARD,Tanglin,2221
1688,CHANGI BUSINESS PARK CENTRAL 1,Tanglin,3994
1689,CHANGI ROAD,Tanglin,2835
1690,CHIN SWEE ROAD,Tanglin,1734
1691,CHOA CHU KANG AVENUE 4,Tanglin,3523
1692,CHOA CHU KANG NORTH 6,Tanglin,3774
1693,CLAYMORE DRIVE,Tanglin,1570
1694,CLEMENCEAU AVENUE,Tanglin,1556
1695,CLEMENTI AVENUE 3,Tanglin,2287
1696,COLEMAN STREET,Tanglin,1556
1697,COLLYER QUAY,Tanglin,1988
1698,COMMONWEALTH AVENUE WEST,Tanglin,1989
1699,COMPASSVALE BOW,Tanglin,2816
1700,CROSS STREET,Tanglin,1915
1701,CUSCADEN ROAD,Tanglin,1216
1702,EAST COAST ROAD,Tanglin,3796
1703,EASTWOOD ROAD,Tanglin,3786
1704,ENG HOON STREET,Tanglin,1395
1705,ENGGOR STREET,Tanglin,2383
1706,EU TONG SEN STREET,Tanglin,1715
1707,FOCH ROAD,Tanglin,2286
1708,GEYLANG ROAD,Tanglin,2916
1709,GOLDHILL PLAZA,Tanglin,1932
1710,GOPENG STREET,Tanglin,2204
1711,GUILLEMARD ROAD,Tanglin,2467
1712,HANDY ROAD,Tanglin,1500
1713,HAVELOCK ROAD,Tanglin,1720
1714,HIGH STREET,Tanglin,1614
1715,HOLLAND AVENUE,Tanglin,1629
1716,HOUGANG AVENUE 10,Tanglin,3225
1717,HOUGANG STREET 51,Tanglin,3191
1718,HOUGANG STREET 91,Tanglin,3597
1719,IRRAWADDY ROAD,Tanglin,1937
1720,JALAN ANAK BUKIT,Tanglin,2243
1721,JALAN BESAR,Tanglin,2342
1722,JALAN JURONG KECHIL,Tanglin,2159
1723,JALAN LEGUNDI,Tanglin,3664
1724,JALAN MASJID,Tanglin,2754
1725,JALAN SULTAN,Tanglin,1950
1726,JELEBU ROAD,Tanglin,2843
1727,JOO CHIAT ROAD,Tanglin,3182
1728,JOO KOON CIRCLE,Tanglin,4415
1729,JURONG EAST STREET 21,Tanglin,3212
1730,JURONG GATEWAY ROAD,Tanglin,2932
1731,JURONG WEST CENTRAL 2,Tanglin,3225
1732,JURONG WEST CENTRAL 3,Tanglin,3331
1733,KALLANG AVENUE,Tanglin,2093
1734,KELANTAN LANE,Tanglin,2084
1735,KEPPEL ROAD,Tanglin,2645
1736,KITCHENER ROAD,Tanglin,2111
1737,KOEK ROAD,Tanglin,1254
1738,LAVENDER STREET,Tanglin,2172
1739,LORONG 22 GEYLANG,Tanglin,2744
1740,LORONG 4 TOA PAYOH,Tanglin,2064
1741,LORONG KILAT,Tanglin,2249
1742,LORONG LIPUT,Tanglin,1594
1743,MACPHERSON ROAD,Tanglin,2459
1744,MAJU AVENUE,Tanglin,2838
1745,MARINA BOULEVARD,Tanglin,2339
1746,MARINA VIEW,Tanglin,1948
1747,MARINE PARADE ROAD,Tanglin,3573
1748,MARITIME SQUARE,Tanglin,2366
1749,MARKET STREET,Tanglin,3401
1750,MARNE ROAD,Tanglin,2097
1751,MERCHANT ROAD,Tanglin,1765
1752,MIDDLE ROAD,Tanglin,1750
1753,MOHAMED SULTAN ROAD,Tanglin,1952
1754,MOUNTBATTEN ROAD,Tanglin,2666
1755,NEW BRIDGE ROAD,Tanglin,1805
1756,NEW UPPER CHANGI ROAD,Tanglin,3618
1757,NORTH BRIDGE ROAD,Tanglin,1967
1758,NORTH BUONA VISTA DRIVE,Tanglin,2025
1759,NORTHPOINT DRIVE,Tanglin,3526
1760,OCEAN WAY,Tanglin,5068
1761,ORCHARD ROAD,Tanglin,1070
1762,ORCHARD TURN,Tanglin,2232
1763,OUTRAM ROAD,Tanglin,1560
1764,PASIR PANJANG ROAD,Tanglin,2575
1765,PASIR RIS CENTRAL,Tanglin,4152
1766,PASIR RIS CLOSE,Tanglin,4134
1767,PAYA LEBAR ROAD,Tanglin,2238
1768,PENANG ROAD,Tanglin,1474
1769,PETIR ROAD,Tanglin,3102
1770,PUNGGOL CENTRAL,Tanglin,3891
1771,QUEENSWAY,Tanglin,1418
1772,RACE COURSE ROAD,Tanglin,2173
1773,RAFFLES AVENUE,Tanglin,2126
1774,RAFFLES BOULEVARD,Tanglin,1986
1775,RAFFLES LINK,Tanglin,1813
1776,RAFFLES PLACE,Tanglin,1764
1777,RAFFLES QUAY,Tanglin,2120
1778,RANGOON ROAD,Tanglin,1991
1779,RIVER VALLEY ROAD,Tanglin,2491
1780,RIVERVALE CRESCENT,Tanglin,3313
1781,ROBERTSON QUAY,Tanglin,1904
1782,ROBINSON ROAD,Tanglin,2285
1783,ROCHOR CANAL ROAD,Tanglin,1787
1784,ROCHOR ROAD,Tanglin,1793
1785,SAM LEONG ROAD,Tanglin,2138
1786,SCOTTS ROAD,Tanglin,2302
