,Street_name,Planning_area,Time_taken
1732,JURONG WEST CENTRAL 3,Mandai,3524
1733,KALLANG AVENUE,Mandai,3887
1734,KELANTAN LANE,Mandai,3965
1735,KEPPEL ROAD,Mandai,3548
1736,KITCHENER ROAD,Mandai,3926
1737,KOEK ROAD,Mandai,3073
1738,LAVENDER STREET,Mandai,3514
1739,LORONG 22 GEYLANG,Mandai,4157
1740,LORONG 4 TOA PAYOH,Mandai,2957
1741,LORONG KILAT,Mandai,3741
1742,LORONG LIPUT,Mandai,3057
1743,MACPHERSON ROAD,Mandai,3291
1744,MAJU AVENUE,Mandai,3298
1745,MARINA BOULEVARD,Mandai,4718
1746,MARINA VIEW,Mandai,3194
1747,MARINE PARADE ROAD,Mandai,4585
1748,MARITIME SQUARE,Mandai,4001
1749,MARKET STREET,Mandai,5027
1750,MARNE ROAD,Mandai,3439
1751,MERCHANT ROAD,Mandai,3990
1752,MIDDLE ROAD,Mandai,3486
1753,MOHAMED SULTAN ROAD,Mandai,3661
1754,MOUNTBATTEN ROAD,Mandai,3986
1755,NEW BRIDGE ROAD,Mandai,3219
1756,NEW UPPER CHANGI ROAD,Mandai,4854
1757,NORTH BRIDGE ROAD,Mandai,3510
1758,NORTH BUONA VISTA DRIVE,Mandai,3044
1759,NORTHPOINT DRIVE,Mandai,2411
1760,OCEAN WAY,Mandai,6759
1761,ORCHARD ROAD,Mandai,2888
1762,ORCHARD TURN,Mandai,2750
1763,OUTRAM ROAD,Mandai,2817
1764,PASIR PANJANG ROAD,Mandai,3604
1765,PASIR RIS CENTRAL,Mandai,5985
1766,PASIR RIS CLOSE,Mandai,5799
1767,PAYA LEBAR ROAD,Mandai,2978
1768,PENANG ROAD,Mandai,3426
1769,PETIR ROAD,Mandai,2898
1770,PUNGGOL CENTRAL,Mandai,4310
1771,QUEENSWAY,Mandai,3395
1772,RACE COURSE ROAD,Mandai,3754
1773,RAFFLES AVENUE,Mandai,4505
1774,RAFFLES BOULEVARD,Mandai,3418
1775,RAFFLES LINK,Mandai,3447
1776,RAFFLES PLACE,Mandai,3194
1777,RAFFLES QUAY,Mandai,3491
1778,RANGOON ROAD,Mandai,3790
1779,RIVER VALLEY ROAD,Mandai,3138
1780,RIVERVALE CRESCENT,Mandai,4021
1781,ROBERTSON QUAY,Mandai,3657
1782,ROBINSON ROAD,Mandai,3428
1783,ROCHOR CANAL ROAD,Mandai,3219
1784,ROCHOR ROAD,Mandai,3255
1785,SAM LEONG ROAD,Mandai,3787
1786,SCOTTS ROAD,Mandai,3411
1787,SELEGIE ROAD,Mandai,3521
1788,SEMBAWANG DRIVE,Mandai,2327
1789,SEMBAWANG ROAD,Mandai,2131
1790,SENGKANG SQUARE,Mandai,3983
1791,SENGKANG WEST AVENUE,Mandai,3129
1792,SERANGOON CENTRAL,Mandai,3204
1793,SERANGOON ROAD,Mandai,3305
1794,SHENTON WAY,Mandai,3373
1795,SIMS AVENUE,Mandai,3781
1796,SIMS DRIVE,Mandai,3996
1797,SIN MING ROAD,Mandai,2344
1798,SINARAN DRIVE,Mandai,3412
1799,SOMERSET ROAD,Mandai,3485
1800,SOUTH BRIDGE ROAD,Mandai,3447
1801,SOUTH BUONA VISTA ROAD,Mandai,3959
1802,STADIUM WALK,Mandai,3752
1803,STAMFORD ROAD,Mandai,3503
1804,TAI SENG STREET,Mandai,3238
1805,TAI THONG CRESCENT,Mandai,3251
1806,TAMPINES CENTRAL 1,Mandai,5006
1807,TAMPINES CENTRAL 5,Mandai,4645
1808,TAMPINES STREET 32,Mandai,5649
1809,TAN QUEE LAN STREET,Mandai,3168
1810,TANGLIN ROAD,Mandai,3854
1811,TANJONG KATONG ROAD,Mandai,3790
1812,TELOK AYER STREET,Mandai,3506
1813,TELOK KURAU ROAD,Mandai,4683
1814,TEMASEK BOULEVARD,Mandai,3437
1815,TESSENSOHN ROAD,Mandai,3575
1816,THOMSON ROAD,Mandai,2974
1817,TIONG BAHRU ROAD,Mandai,3044
1818,TRAS STREET,Mandai,3434
1819,UNITY STREET,Mandai,3522
1820,UPPER BUKIT TIMAH ROAD,Mandai,2859
1821,UPPER CIRCULAR ROAD,Mandai,3605
1822,UPPER CROSS STREET,Mandai,3612
1823,UPPER SERANGOON ROAD,Mandai,3827
1824,UPPER THOMSON ROAD,Mandai,1939
1825,VICTORIA STREET,Mandai,3102
1826,WEST COAST DRIVE,Mandai,3881
1827,WEST COAST ROAD,Mandai,4197
1828,WILKIE ROAD,Mandai,4022
1829,WOODLANDS AVENUE 1,Mandai,933
1830,WOODLANDS ROAD,Mandai,3152
1831,WOODLANDS SQUARE,Mandai,903
1832,YIO CHU KANG ROAD,Mandai,3391
1833,YISHUN AVENUE 2,Mandai,2248
1834,YISHUN AVENUE 9,Mandai,2522
1835,YISHUN CENTRAL 1,Mandai,2272
1836,YISHUN RING ROAD,Mandai,2353
1837,ALBERT STREET,Marina East,5043
1838,ALEXANDRA ROAD,Marina East,2853
1839,ANG MO KIO AVENUE 3,Marina East,4603
1840,ANSON ROAD,Marina East,2735
1841,BALESTIER ROAD,Marina East,3675
1842,BATTERY ROAD,Marina East,3771
1843,BAYFRONT AVENUE,Marina East,2505
1844,BEACH ROAD,Marina East,3671
1845,BEDOK NORTH STREET 1,Marina East,4028
1846,BEDOK ROAD,Marina East,4455
1847,BENCOOLEN STREET,Marina East,4475
1848,BIDADARI PARK DRIVE,Marina East,3563
1849,BRAS BASAH ROAD,Marina East,3868
1850,BROOKE ROAD,Marina East,3343
1851,BUKIT TIMAH ROAD,Marina East,5953
1852,CAVAN ROAD,Marina East,3547
1853,CECIL STREET,Marina East,3837
1854,CENTRAL BOULEVARD,Marina East,2784
1855,CHANGI BUSINESS PARK CENTRAL 1,Marina East,4890
1856,CHANGI ROAD,Marina East,3588
1857,CHIN SWEE ROAD,Marina East,2832
1858,CHOA CHU KANG AVENUE 4,Marina East,4910
1859,CHOA CHU KANG NORTH 6,Marina East,4592
1860,CLAYMORE DRIVE,Marina East,3083
1861,CLEMENCEAU AVENUE,Marina East,2866
1862,CLEMENTI AVENUE 3,Marina East,3653
1863,COLEMAN STREET,Marina East,3663
1864,COLLYER QUAY,Marina East,3687
1865,COMMONWEALTH AVENUE WEST,Marina East,3522
1866,COMPASSVALE BOW,Marina East,4125
1867,CROSS STREET,Marina East,3815
1868,CUSCADEN ROAD,Marina East,2898
1869,EAST COAST ROAD,Marina East,4243
1870,EASTWOOD ROAD,Marina East,4730
1871,ENG HOON STREET,Marina East,2598
1872,ENGGOR STREET,Marina East,2559
1873,EU TONG SEN STREET,Marina East,2442
1874,FOCH ROAD,Marina East,3656
1875,GEYLANG ROAD,Marina East,3418
1876,GOLDHILL PLAZA,Marina East,3216
1877,GOPENG STREET,Marina East,2601
1878,GUILLEMARD ROAD,Marina East,4632
1879,HANDY ROAD,Marina East,4331
1880,HAVELOCK ROAD,Marina East,2775
1881,HIGH STREET,Marina East,3947
1882,HOLLAND AVENUE,Marina East,3575
1883,HOUGANG AVENUE 10,Marina East,4559
1884,HOUGANG STREET 51,Marina East,4807
1885,HOUGANG STREET 91,Marina East,4968
1886,IRRAWADDY ROAD,Marina East,3129
1887,JALAN ANAK BUKIT,Marina East,4263
1888,JALAN BESAR,Marina East,5063
1889,JALAN JURONG KECHIL,Marina East,4179
1890,JALAN LEGUNDI,Marina East,5334
1891,JALAN MASJID,Marina East,3507
1892,JALAN SULTAN,Marina East,4230
1893,JELEBU ROAD,Marina East,4863
1894,JOO CHIAT ROAD,Marina East,3658
1895,JOO KOON CIRCLE,Marina East,5369
1896,JURONG EAST STREET 21,Marina East,4166
1897,JURONG GATEWAY ROAD,Marina East,3886
1898,JURONG WEST CENTRAL 2,Marina East,4306
1899,JURONG WEST CENTRAL 3,Marina East,4412
1900,KALLANG AVENUE,Marina East,5259
1901,KELANTAN LANE,Marina East,4854
1902,KEPPEL ROAD,Marina East,2689
1903,KITCHENER ROAD,Marina East,3279
1904,KOEK ROAD,Marina East,2841
1905,LAVENDER STREET,Marina East,3493
1906,LORONG 22 GEYLANG,Marina East,4670
1907,LORONG 4 TOA PAYOH,Marina East,3596
1908,LORONG KILAT,Marina East,4269
1909,LORONG LIPUT,Marina East,3713
1910,MACPHERSON ROAD,Marina East,3903
1911,MAJU AVENUE,Marina East,4394
1912,MARINA BOULEVARD,Marina East,2350
1913,MARINA VIEW,Marina East,3413
1914,MARINE PARADE ROAD,Marina East,3646
1915,MARITIME SQUARE,Marina East,3202
1916,MARKET STREET,Marina East,4409
1917,MARNE ROAD,Marina East,3823
1918,MERCHANT ROAD,Marina East,4631
1919,MIDDLE ROAD,Marina East,4590
1920,MOHAMED SULTAN ROAD,Marina East,3408
1921,MOUNTBATTEN ROAD,Marina East,3761
1922,NEW BRIDGE ROAD,Marina East,2887
1923,NEW UPPER CHANGI ROAD,Marina East,4496
1924,NORTH BRIDGE ROAD,Marina East,4366
1925,NORTH BUONA VISTA DRIVE,Marina East,3356
1926,NORTHPOINT DRIVE,Marina East,4718
1927,OCEAN WAY,Marina East,5946
1928,ORCHARD ROAD,Marina East,3027
1929,ORCHARD TURN,Marina East,2676
1930,OUTRAM ROAD,Marina East,2109
1931,PASIR PANJANG ROAD,Marina East,4235
1932,PASIR RIS CENTRAL,Marina East,5232
1933,PASIR RIS CLOSE,Marina East,5214
1934,PAYA LEBAR ROAD,Marina East,3088
1935,PENANG ROAD,Marina East,2720
1936,PETIR ROAD,Marina East,5264
1937,PUNGGOL CENTRAL,Marina East,4969
1938,QUEENSWAY,Marina East,3526
1939,RACE COURSE ROAD,Marina East,3505
1940,RAFFLES AVENUE,Marina East,2386
1941,RAFFLES BOULEVARD,Marina East,2928
1942,RAFFLES LINK,Marina East,3264
1943,RAFFLES PLACE,Marina East,3590
1944,RAFFLES QUAY,Marina East,3420
1945,RANGOON ROAD,Marina East,3838
1946,RIVER VALLEY ROAD,Marina East,2795
1947,RIVERVALE CRESCENT,Marina East,4689
1948,ROBERTSON QUAY,Marina East,3182
1949,ROBINSON ROAD,Marina East,3773
1950,ROCHOR CANAL ROAD,Marina East,4444
1951,ROCHOR ROAD,Marina East,4169
1952,SAM LEONG ROAD,Marina East,3548
1953,SCOTTS ROAD,Marina East,3624
1954,SELEGIE ROAD,Marina East,4706
1955,SEMBAWANG DRIVE,Marina East,5462
1956,SEMBAWANG ROAD,Marina East,4987
1957,SENGKANG SQUARE,Marina East,4320
1958,SENGKANG WEST AVENUE,Marina East,4676
1959,SERANGOON CENTRAL,Marina East,3848
1960,SERANGOON ROAD,Marina East,3718
1961,SHENTON WAY,Marina East,3013
1962,SIMS AVENUE,Marina East,3010
1963,SIMS DRIVE,Marina East,3244
1964,SIN MING ROAD,Marina East,4014
1965,SINARAN DRIVE,Marina East,3116
1966,SOMERSET ROAD,Marina East,2626
1967,SOUTH BRIDGE ROAD,Marina East,4208
1968,SOUTH BUONA VISTA ROAD,Marina East,5093
1969,STADIUM WALK,Marina East,4452
1970,STAMFORD ROAD,Marina East,3817
1971,TAI SENG STREET,Marina East,3348
1972,TAI THONG CRESCENT,Marina East,3619
1973,TAMPINES CENTRAL 1,Marina East,4758
1974,TAMPINES CENTRAL 5,Marina East,4162
1975,TAMPINES STREET 32,Marina East,5070
1976,TAN QUEE LAN STREET,Marina East,3820
1977,TANGLIN ROAD,Marina East,3151
1978,TANJONG KATONG ROAD,Marina East,3006
1979,TELOK AYER STREET,Marina East,4201
1980,TELOK KURAU ROAD,Marina East,4053
1981,TEMASEK BOULEVARD,Marina East,3325
1982,TESSENSOHN ROAD,Marina East,3356
1983,THOMSON ROAD,Marina East,3873
1984,TIONG BAHRU ROAD,Marina East,2471
1985,TRAS STREET,Marina East,2575
1986,UNITY STREET,Marina East,3183
1987,UPPER BUKIT TIMAH ROAD,Marina East,4749
1988,UPPER CIRCULAR ROAD,Marina East,4201
1989,UPPER CROSS STREET,Marina East,2759
1990,UPPER SERANGOON ROAD,Marina East,4070
1991,UPPER THOMSON ROAD,Marina East,3593
1992,VICTORIA STREET,Marina East,3976
1993,WEST COAST DRIVE,Marina East,4110
1994,WEST COAST ROAD,Marina East,4426
1995,WILKIE ROAD,Marina East,5355
1996,WOODLANDS AVENUE 1,Marina East,5326
1997,WOODLANDS ROAD,Marina East,5433
1998,WOODLANDS SQUARE,Marina East,4589
1999,YIO CHU KANG ROAD,Marina East,4324
2000,YISHUN AVENUE 2,Marina East,4245
2001,YISHUN AVENUE 9,Marina East,4822
2002,YISHUN CENTRAL 1,Marina East,4579
2003,YISHUN RING ROAD,Marina East,5027
2004,ALBERT STREET,Marina South,1752
2005,ALEXANDRA ROAD,Marina South,2161
2006,ANG MO KIO AVENUE 3,Marina South,3703
2007,ANSON ROAD,Marina South,1830
2008,BALESTIER ROAD,Marina South,2607
2009,BATTERY ROAD,Marina South,2123
2010,BAYFRONT AVENUE,Marina South,857
2011,BEACH ROAD,Marina South,2327
2012,BEDOK NORTH STREET 1,Marina South,2860
2013,BEDOK ROAD,Marina South,3575
2014,BENCOOLEN STREET,Marina South,1580
2015,BIDADARI PARK DRIVE,Marina South,2386
2016,BRAS BASAH ROAD,Marina South,1406
2017,BROOKE ROAD,Marina South,2694
2018,BUKIT TIMAH ROAD,Marina South,4305
2019,CAVAN ROAD,Marina South,1962
2020,CECIL STREET,Marina South,1825
2021,CENTRAL BOULEVARD,Marina South,1136
2022,CHANGI BUSINESS PARK CENTRAL 1,Marina South,4088
2023,CHANGI ROAD,Marina South,2420
2024,CHIN SWEE ROAD,Marina South,1533
2025,CHOA CHU KANG AVENUE 4,Marina South,3995
2026,CHOA CHU KANG NORTH 6,Marina South,3677
2027,CLAYMORE DRIVE,Marina South,2090
2028,CLEMENCEAU AVENUE,Marina South,1978
2029,CLEMENTI AVENUE 3,Marina South,2616
2030,COLEMAN STREET,Marina South,2319
2031,COLLYER QUAY,Marina South,2095
2032,COMMONWEALTH AVENUE WEST,Marina South,2476
2033,COMPASSVALE BOW,Marina South,2948
2034,CROSS STREET,Marina South,2167
2035,CUSCADEN ROAD,Marina South,1924
2036,EAST COAST ROAD,Marina South,3304
2037,EASTWOOD ROAD,Marina South,3235
2038,ENG HOON STREET,Marina South,2362
2039,ENGGOR STREET,Marina South,1874
2040,EU TONG SEN STREET,Marina South,1380
2041,FOCH ROAD,Marina South,2063
2042,GEYLANG ROAD,Marina South,2792
2043,GOLDHILL PLAZA,Marina South,2143
2044,GOPENG STREET,Marina South,2017
2045,GUILLEMARD ROAD,Marina South,2938
2046,HANDY ROAD,Marina South,1551
2047,HAVELOCK ROAD,Marina South,1782
2048,HIGH STREET,Marina South,2603
2049,HOLLAND AVENUE,Marina South,2972
2050,HOUGANG AVENUE 10,Marina South,3458
2051,HOUGANG STREET 51,Marina South,3370
2052,HOUGANG STREET 91,Marina South,3772
2053,IRRAWADDY ROAD,Marina South,2104
2054,JALAN ANAK BUKIT,Marina South,2615
2055,JALAN BESAR,Marina South,2293
2056,JALAN JURONG KECHIL,Marina South,2531
2057,JALAN LEGUNDI,Marina South,4367
2058,JALAN MASJID,Marina South,2339
2059,JALAN SULTAN,Marina South,1895
2060,JELEBU ROAD,Marina South,3215
2061,JOO CHIAT ROAD,Marina South,2616
2062,JOO KOON CIRCLE,Marina South,4332
2063,JURONG EAST STREET 21,Marina South,3129
2064,JURONG GATEWAY ROAD,Marina South,2849
2065,JURONG WEST CENTRAL 2,Marina South,3269
2066,JURONG WEST CENTRAL 3,Marina South,3375
2067,KALLANG AVENUE,Marina South,1893
2068,KELANTAN LANE,Marina South,1674
2069,KEPPEL ROAD,Marina South,1874
2070,KITCHENER ROAD,Marina South,3085
2071,KOEK ROAD,Marina South,1913
2072,LAVENDER STREET,Marina South,2022
2073,LORONG 22 GEYLANG,Marina South,2610
2074,LORONG 4 TOA PAYOH,Marina South,2605
2075,LORONG KILAT,Marina South,2621
2076,LORONG LIPUT,Marina South,2650
2077,MACPHERSON ROAD,Marina South,2867
2078,MAJU AVENUE,Marina South,3251
2079,MARINA BOULEVARD,Marina South,1006
2080,MARINA VIEW,Marina South,1383
2081,MARINE PARADE ROAD,Marina South,2909
2082,MARITIME SQUARE,Marina South,2359
2083,MARKET STREET,Marina South,3197
2084,MARNE ROAD,Marina South,2489
2085,MERCHANT ROAD,Marina South,2983
2086,MIDDLE ROAD,Marina South,1695
2087,MOHAMED SULTAN ROAD,Marina South,1760
2088,MOUNTBATTEN ROAD,Marina South,2138
2089,NEW BRIDGE ROAD,Marina South,1239
2090,NEW UPPER CHANGI ROAD,Marina South,3067
2091,NORTH BRIDGE ROAD,Marina South,1623
2092,NORTH BUONA VISTA DRIVE,Marina South,2319
2093,NORTHPOINT DRIVE,Marina South,3792
2094,OCEAN WAY,Marina South,4810
2095,ORCHARD ROAD,Marina South,2116
2096,ORCHARD TURN,Marina South,1683
2097,OUTRAM ROAD,Marina South,1116
2098,PASIR PANJANG ROAD,Marina South,3471
2099,PASIR RIS CENTRAL,Marina South,4201
2100,PASIR RIS CLOSE,Marina South,3818
2101,PAYA LEBAR ROAD,Marina South,1926
2102,PENANG ROAD,Marina South,1700
2103,PETIR ROAD,Marina South,3529
2104,PUNGGOL CENTRAL,Marina South,3868
2105,QUEENSWAY,Marina South,2593
2106,RACE COURSE ROAD,Marina South,2856
2107,RAFFLES AVENUE,Marina South,1042
2108,RAFFLES BOULEVARD,Marina South,1584
2109,RAFFLES LINK,Marina South,1920
2110,RAFFLES PLACE,Marina South,1942
2111,RAFFLES QUAY,Marina South,1576
2112,RANGOON ROAD,Marina South,2486
2113,RIVER VALLEY ROAD,Marina South,1855
2114,RIVERVALE CRESCENT,Marina South,3468
2115,ROBERTSON QUAY,Marina South,2045
2116,ROBINSON ROAD,Marina South,1759
2117,ROCHOR CANAL ROAD,Marina South,1556
2118,ROCHOR ROAD,Marina South,1408
2119,SAM LEONG ROAD,Marina South,2433
2120,SCOTTS ROAD,Marina South,2042
2121,SELEGIE ROAD,Marina South,1811
2122,SEMBAWANG DRIVE,Marina South,4435
2123,SEMBAWANG ROAD,Marina South,3870
2124,SENGKANG SQUARE,Marina South,3143
2125,SENGKANG WEST AVENUE,Marina South,3455
2126,SERANGOON CENTRAL,Marina South,2686
2127,SERANGOON ROAD,Marina South,2854
2128,SHENTON WAY,Marina South,1703
2129,SIMS AVENUE,Marina South,1976
2130,SIMS DRIVE,Marina South,2565
2131,SIN MING ROAD,Marina South,3710
2132,SINARAN DRIVE,Marina South,2091
2133,SOMERSET ROAD,Marina South,1759
2134,SOUTH BRIDGE ROAD,Marina South,2560
2135,SOUTH BUONA VISTA ROAD,Marina South,4143
2136,STADIUM WALK,Marina South,1639
2137,STAMFORD ROAD,Marina South,2473
2138,TAI SENG STREET,Marina South,2186
2139,TAI THONG CRESCENT,Marina South,2713
2140,TAMPINES CENTRAL 1,Marina South,3110
2141,TAMPINES CENTRAL 5,Marina South,3113
2142,TAMPINES STREET 32,Marina South,3422
2143,TAN QUEE LAN STREET,Marina South,2476
2144,TANGLIN ROAD,Marina South,2548
2145,TANJONG KATONG ROAD,Marina South,2227
2146,TELOK AYER STREET,Marina South,1374
2147,TELOK KURAU ROAD,Marina South,2847
2148,TEMASEK BOULEVARD,Marina South,1981
2149,TESSENSOHN ROAD,Marina South,2285
2150,THOMSON ROAD,Marina South,2261
2151,TIONG BAHRU ROAD,Marina South,2235
2152,TRAS STREET,Marina South,1971
2153,UNITY STREET,Marina South,1535
2154,UPPER BUKIT TIMAH ROAD,Marina South,3160
2155,UPPER CIRCULAR ROAD,Marina South,2801
2156,UPPER CROSS STREET,Marina South,1346
2157,UPPER SERANGOON ROAD,Marina South,3168
2158,UPPER THOMSON ROAD,Marina South,2616
2159,VICTORIA STREET,Marina South,1215
2160,WEST COAST DRIVE,Marina South,3562
2161,WEST COAST ROAD,Marina South,3465
2162,WILKIE ROAD,Marina South,2239
2163,WOODLANDS AVENUE 1,Marina South,4333
2164,WOODLANDS ROAD,Marina South,3763
2165,WOODLANDS SQUARE,Marina South,3596
2166,YIO CHU KANG ROAD,Marina South,3501
2167,YISHUN AVENUE 2,Marina South,3220
2168,YISHUN AVENUE 9,Marina South,3915
2169,YISHUN CENTRAL 1,Marina South,3653
2170,YISHUN RING ROAD,Marina South,4233
2171,ALBERT STREET,Museum,1511
2172,ALEXANDRA ROAD,Museum,1692
2173,ANG MO KIO AVENUE 3,Museum,2439
2174,ANSON ROAD,Museum,2727
2175,BALESTIER ROAD,Museum,1613
2176,BATTERY ROAD,Museum,1569
2177,BAYFRONT AVENUE,Museum,1094
2178,BEACH ROAD,Museum,1531
2179,BEDOK NORTH STREET 1,Museum,2331
2180,BEDOK ROAD,Museum,2551
2181,BENCOOLEN STREET,Museum,942
2182,BIDADARI PARK DRIVE,Museum,1736
2183,BRAS BASAH ROAD,Museum,666
2184,BROOKE ROAD,Museum,2515
2185,BUKIT TIMAH ROAD,Museum,4232
2186,CAVAN ROAD,Museum,1203
2187,CECIL STREET,Museum,2099
2188,CENTRAL BOULEVARD,Museum,1320
2189,CHANGI BUSINESS PARK CENTRAL 1,Museum,3048
2190,CHANGI ROAD,Museum,1891
2191,CHIN SWEE ROAD,Museum,1503
2192,CHOA CHU KANG AVENUE 4,Museum,3842
2193,CHOA CHU KANG NORTH 6,Museum,3524
2194,CLAYMORE DRIVE,Museum,1434
2195,CLEMENCEAU AVENUE,Museum,861
2196,CLEMENTI AVENUE 3,Museum,2463
2197,COLEMAN STREET,Museum,853
2198,COLLYER QUAY,Museum,1707
2199,COMMONWEALTH AVENUE WEST,Museum,2265
2200,COMPASSVALE BOW,Museum,2298
2201,CROSS STREET,Museum,1903
2202,CUSCADEN ROAD,Museum,1226
2203,EAST COAST ROAD,Museum,2928
2204,EASTWOOD ROAD,Museum,2704
2205,ENG HOON STREET,Museum,1177
2206,ENGGOR STREET,Museum,1420
2207,EU TONG SEN STREET,Museum,1648
2208,FOCH ROAD,Museum,1367
2209,GEYLANG ROAD,Museum,2058
2210,GOLDHILL PLAZA,Museum,1148
2211,GOPENG STREET,Museum,2593
2212,GUILLEMARD ROAD,Museum,1667
2213,HANDY ROAD,Museum,703
2214,HAVELOCK ROAD,Museum,1425
2215,HIGH STREET,Museum,737
2216,HOLLAND AVENUE,Museum,2235
2217,HOUGANG AVENUE 10,Museum,2718
2218,HOUGANG STREET 51,Museum,2696
2219,HOUGANG STREET 91,Museum,2948
2220,IRRAWADDY ROAD,Museum,1572
2221,JALAN ANAK BUKIT,Museum,2542
2222,JALAN BESAR,Museum,1123
2223,JALAN JURONG KECHIL,Museum,2458
2224,JALAN LEGUNDI,Museum,3650
2225,JALAN MASJID,Museum,1810
2226,JALAN SULTAN,Museum,2116
2227,JELEBU ROAD,Museum,3483
2228,JOO CHIAT ROAD,Museum,2254
2229,JOO KOON CIRCLE,Museum,4076
2230,JURONG EAST STREET 21,Museum,2976
2231,JURONG GATEWAY ROAD,Museum,2696
2232,JURONG WEST CENTRAL 2,Museum,3116
2233,JURONG WEST CENTRAL 3,Museum,3222
2234,KALLANG AVENUE,Museum,1424
2235,KELANTAN LANE,Museum,1953
2236,KEPPEL ROAD,Museum,1636
2237,KITCHENER ROAD,Museum,978
2238,KOEK ROAD,Museum,1341
2239,LAVENDER STREET,Museum,1253
2240,LORONG 22 GEYLANG,Museum,1842
2241,LORONG 4 TOA PAYOH,Museum,1984
2242,LORONG KILAT,Museum,2548
2243,LORONG LIPUT,Museum,2288
2244,MACPHERSON ROAD,Museum,2017
2245,MAJU AVENUE,Museum,2742
2246,MARINA BOULEVARD,Museum,2064
2247,MARINA VIEW,Museum,2263
2248,MARINE PARADE ROAD,Museum,2597
2249,MARITIME SQUARE,Museum,2122
2250,MARKET STREET,Museum,2473
2251,MARNE ROAD,Museum,1064
2252,MERCHANT ROAD,Museum,1310
2253,MIDDLE ROAD,Museum,1123
2254,MOHAMED SULTAN ROAD,Museum,1327
2255,MOUNTBATTEN ROAD,Museum,1767
2256,NEW BRIDGE ROAD,Museum,1389
2257,NEW UPPER CHANGI ROAD,Museum,2566
2258,NORTH BRIDGE ROAD,Museum,1931
2259,NORTH BUONA VISTA DRIVE,Museum,2166
2260,NORTHPOINT DRIVE,Museum,3119
2261,OCEAN WAY,Museum,4919
2262,ORCHARD ROAD,Museum,1835
2263,ORCHARD TURN,Museum,1118
2264,OUTRAM ROAD,Museum,1153
2265,PASIR PANJANG ROAD,Museum,2934
2266,PASIR RIS CENTRAL,Museum,3314
2267,PASIR RIS CLOSE,Museum,3520
2268,PAYA LEBAR ROAD,Museum,1692
2269,PENANG ROAD,Museum,842
2270,PETIR ROAD,Museum,3560
2271,PUNGGOL CENTRAL,Museum,3403
2272,QUEENSWAY,Museum,2230
2273,RACE COURSE ROAD,Museum,1324
2274,RAFFLES AVENUE,Museum,2037
2275,RAFFLES BOULEVARD,Museum,1479
2276,RAFFLES LINK,Museum,1166
2277,RAFFLES PLACE,Museum,1670
2278,RAFFLES QUAY,Museum,1988
2279,RANGOON ROAD,Museum,1408
2280,RIVER VALLEY ROAD,Museum,1452
2281,RIVERVALE CRESCENT,Museum,2818
2282,ROBERTSON QUAY,Museum,1613
2283,ROBINSON ROAD,Museum,2143
2284,ROCHOR CANAL ROAD,Museum,1516
2285,ROCHOR ROAD,Museum,1401
2286,SAM LEONG ROAD,Museum,2226
2287,SCOTTS ROAD,Museum,1351
2288,SELEGIE ROAD,Museum,1174
2289,SEMBAWANG DRIVE,Museum,3912
2290,SEMBAWANG ROAD,Museum,3120
2291,SENGKANG SQUARE,Museum,2493
2292,SENGKANG WEST AVENUE,Museum,2805
2293,SERANGOON CENTRAL,Museum,2244
2294,SERANGOON ROAD,Museum,1685
2295,SHENTON WAY,Museum,1290
2296,SIMS AVENUE,Museum,1447
2297,SIMS DRIVE,Museum,1828
2298,SIN MING ROAD,Museum,2730
2299,SINARAN DRIVE,Museum,1559
2300,SOMERSET ROAD,Museum,1451
2301,SOUTH BRIDGE ROAD,Museum,1456
2302,SOUTH BUONA VISTA ROAD,Museum,3419
2303,STADIUM WALK,Museum,1405
2304,STAMFORD ROAD,Museum,506
2305,TAI SENG STREET,Museum,1952
2306,TAI THONG CRESCENT,Museum,1792
2307,TAMPINES CENTRAL 1,Museum,2510
2308,TAMPINES CENTRAL 5,Museum,2465
2309,TAMPINES STREET 32,Museum,2822
2310,TAN QUEE LAN STREET,Museum,1396
2311,TANGLIN ROAD,Museum,1719
2312,TANJONG KATONG ROAD,Museum,2158
2313,TELOK AYER STREET,Museum,2023
2314,TELOK KURAU ROAD,Museum,2346
2315,TEMASEK BOULEVARD,Museum,1451
2316,TESSENSOHN ROAD,Museum,1200
2317,THOMSON ROAD,Museum,1266
2318,TIONG BAHRU ROAD,Museum,1050
2319,TRAS STREET,Museum,2640
2320,UNITY STREET,Museum,1102
2321,UPPER BUKIT TIMAH ROAD,Museum,3428
2322,UPPER CIRCULAR ROAD,Museum,914
2323,UPPER CROSS STREET,Museum,1612
2324,UPPER SERANGOON ROAD,Museum,2324
2325,UPPER THOMSON ROAD,Museum,2326
2326,VICTORIA STREET,Museum,1299
2327,WEST COAST DRIVE,Museum,2920
2328,WEST COAST ROAD,Museum,3079
2329,WILKIE ROAD,Museum,1773
2330,WOODLANDS AVENUE 1,Museum,4218
2331,WOODLANDS ROAD,Museum,4031
2332,WOODLANDS SQUARE,Museum,3473
2333,YIO CHU KANG ROAD,Museum,2320
2334,YISHUN AVENUE 2,Museum,2646
2335,YISHUN AVENUE 9,Museum,3240
2336,YISHUN CENTRAL 1,Museum,2980
2337,YISHUN RING ROAD,Museum,3390
2338,ALBERT STREET,Novena,1755
2339,ALEXANDRA ROAD,Novena,1984
2340,ANG MO KIO AVENUE 3,Novena,2188
2341,ANSON ROAD,Novena,2110
